;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;12.11;9.55;4.317;2.004
1;12.21;9.55;4.317;2.002
2;12.33;9.546;4.319;1.999
3;12.38;9.546;4.321;1.99
4;12.4;9.553;4.326;1.983
5;12.63;9.563;4.346;1.978
6;12.95;9.574;4.38;1.973
7;13.26;9.58;4.401;1.971
8;13.55;9.58;4.405;1.971
9;13.75;9.58;4.41;1.969
10;13.82;9.58;4.41;1.967
11;13.83;9.58;4.41;1.963
12;13.84;9.584;4.412;1.959
13;13.98;9.58;4.421;1.953
14;14.37;9.574;4.48;1.946
15;14.74;9.57;4.523;1.94
16;14.99;9.567;4.523;1.932
17;15.19;9.567;4.523;1.923
18;15.34;9.567;4.525;1.916
19;15.39;9.563;4.527;1.912
20;15.4;9.567;4.525;1.91
21;15.41;9.584;4.525;1.91
22;15.41;9.662;4.523;1.91
23;15.41;9.772;4.523;1.91
24;15.41;9.85;4.525;1.914
25;15.41;9.895;4.525;1.916
26;15.41;9.908;4.525;1.916
27;15.42;9.908;4.525;1.917
28;15.42;9.908;4.525;1.92
29;15.43;9.901;4.534;1.921
30;15.43;9.891;4.537;1.923
31;15.43;9.874;4.534;1.923
32;15.44;9.857;4.534;1.923
33;15.47;9.843;4.546;1.922
34;15.5;9.83;4.548;1.923
35;15.54;9.837;4.55;1.927
36;15.58;9.854;4.564;1.933
37;15.6;9.857;4.584;1.938
38;15.6;9.864;4.602;1.942
39;15.6;9.901;4.618;1.947
40;15.61;9.929;4.636;1.949
41;15.62;9.936;4.648;1.945
42;15.62;9.939;4.643;1.94
43;15.69;9.942;4.638;1.935
44;16.25;9.939;4.632;1.933
45;17.74;9.929;4.636;1.934
46;19.79;9.915;4.65;1.935
47;21.95;9.912;4.659;1.934
48;23.79;9.898;4.661;1.933
49;24.87;9.877;4.666;1.935
50;25.27;9.86;4.686;1.936
51;25.32;9.847;4.702;1.935
52;25.35;9.847;4.715;1.935
53;25.59;9.884;4.758;1.933
54;25.93;9.925;4.806;1.932
55;26.27;9.946;4.813;1.929
56;26.63;9.956;4.813;1.929
57;26.94;9.953;4.874;1.931
58;27.22;9.949;5.098;1.931
59;27.53;9.949;5.386;1.931
60;27.81;9.942;5.601;1.933
61;27.95;9.953;5.744;1.933
62;28.0;9.966;5.814;1.933
63;28.03;9.973;5.828;1.933
64;28.05;9.977;5.828;1.935
65;28.08;9.973;5.902;1.937
66;28.22;9.966;6.333;1.936
67;28.49;9.966;7.003;1.936
68;28.71;9.963;7.42;1.936
69;28.85;9.959;7.574;1.935
70;28.93;9.959;7.626;1.935
71;28.93;9.977;7.658;1.935
72;29.01;10.01;7.698;1.935
73;29.31;10.08;7.735;1.933
74;29.83;10.16;7.769;1.931
75;30.48;10.23;7.812;1.93
76;30.94;10.26;7.834;1.928
77;31.08;10.27;7.834;1.927
78;31.08;10.27;7.836;1.925
79;31.1;10.27;7.841;1.922
80;31.26;10.28;7.85;1.918
81;31.56;10.29;7.855;1.917
82;31.72;10.29;7.855;1.916
83;31.73;10.31;7.877;1.912
84;31.76;10.35;7.929;1.908
85;31.79;10.39;7.941;1.908
86;31.8;10.42;7.961;1.908
87;31.8;10.44;8.043;1.908
88;31.81;10.45;8.147;1.907
89;31.84;10.44;8.353;1.908
90;31.86;10.44;8.659;1.908
91;31.88;10.43;8.915;1.908
92;32.18;10.42;9.116;1.908
93;32.9;10.43;9.204;1.908
94;33.66;10.44;9.204;1.908
95;34.12;10.46;9.293;1.908
96;34.32;10.47;9.413;1.91
97;34.39;10.47;9.537;1.912
98;34.39;10.47;9.694;1.914
99;34.45;10.47;9.811;1.914
100;34.6;10.47;9.868;1.912
101;34.73;10.48;9.9;1.912
102;34.86;10.52;9.922;1.912
103;34.93;10.58;9.938;1.912
104;34.93;10.64;9.941;1.912
105;35.0;10.69;9.938;1.911
106;35.03;10.71;9.941;1.912
107;35.03;10.72;9.938;1.916
108;35.03;10.72;9.936;1.922
109;35.1;10.75;9.936;1.927
110;35.45;10.79;9.936;1.929
111;36.29;10.83;9.936;1.928
112;37.66;10.87;9.934;1.929
113;39.16;10.92;9.934;1.929
114;40.16;10.97;9.936;1.93
115;40.64;11.01;9.941;1.931
116;40.92;11.03;9.947;1.937
117;41.1;11.04;9.956;1.949
118;41.24;11.03;9.979;1.953
119;41.34;11.03;10.0;1.955
120;41.43;11.05;10.01;1.955
121;41.49;11.07;10.01;1.957
122;41.52;11.09;10.01;1.959
123;41.54;11.1;10.01;1.96
124;41.54;11.1;10.01;1.96
125;41.54;11.1;10.01;1.961
126;41.54;11.1;10.02;1.961
127;41.54;11.1;10.02;1.963
128;41.54;11.1;10.02;1.963
129;41.55;11.1;10.03;1.961
130;41.55;11.1;10.03;1.961
131;41.56;11.09;10.04;1.962
132;41.57;11.09;10.04;1.961
133;41.58;11.09;10.05;1.961
134;41.59;11.09;10.05;1.961
135;41.61;11.09;10.05;1.962
136;41.64;11.08;10.06;1.963
137;41.67;11.08;10.06;1.963
138;41.7;11.08;10.07;1.963
139;41.73;11.09;10.07;1.963
140;41.77;11.08;10.08;1.963
141;41.8;11.08;10.08;1.96
142;41.81;11.08;10.08;1.955
143;41.85;11.08;10.08;1.95
