;FLEX.CAPR.U RT,%;BICEPS BR. RT,%;BRACHIORAD. RT,%;LAT. TRICEPS RT,%
0;2.649;1.742;12.01;1.64
1;2.657;1.739;12.03;1.643
2;2.658;1.736;12.03;1.643
3;2.658;1.735;12.04;1.643
4;2.657;1.736;12.03;1.642
5;2.656;1.736;12.05;1.635
6;2.656;1.738;12.07;1.636
7;2.654;1.74;12.07;1.635
8;2.651;1.742;12.11;1.638
9;2.65;1.743;12.21;1.64
10;2.652;1.74;12.3;1.639
11;2.654;1.738;12.36;1.632
12;2.648;1.738;12.42;1.626
13;2.642;1.738;12.5;1.623
14;2.647;1.739;12.52;1.624
15;2.659;1.742;12.53;1.625
16;2.665;1.74;12.59;1.625
17;2.665;1.739;12.7;1.628
18;2.665;1.739;12.81;1.631
19;2.664;1.739;12.9;1.626
20;2.664;1.739;13.01;1.617
21;2.664;1.739;13.15;1.617
22;2.668;1.739;13.25;1.618
23;2.681;1.74;13.27;1.618
24;2.695;1.74;13.27;1.618
25;2.7;1.738;13.28;1.618
26;2.702;1.737;13.29;1.621
27;2.705;1.736;13.29;1.624
28;2.707;1.736;13.32;1.626
29;2.706;1.733;13.46;1.619
30;2.706;1.733;13.56;1.616
31;2.72;1.731;13.61;1.614
32;2.737;1.723;13.62;1.61
33;2.737;1.724;13.62;1.61
34;2.735;1.724;13.63;1.61
35;2.736;1.724;13.89;1.61
36;2.736;1.727;14.53;1.61
37;2.776;1.73;15.01;1.608
38;2.839;1.728;15.17;1.606
39;2.862;1.724;15.22;1.609
40;2.866;1.723;15.23;1.604
41;2.867;1.721;15.24;1.602
42;2.867;1.711;15.24;1.606
43;2.867;1.708;15.22;1.609
44;2.867;1.709;15.2;1.612
45;2.866;1.706;15.22;1.614
46;2.867;1.705;15.37;1.612
47;2.867;1.705;15.55;1.61
48;2.874;1.704;15.67;1.606
49;2.895;1.701;15.85;1.603
50;2.899;1.701;16.11;1.606
51;2.899;1.687;16.23;1.609
52;2.899;1.656;16.23;1.607
53;2.901;1.647;16.27;1.608
